given,query,expected_answer,model_answer,is_correct,reason
Peri Gilpin is above Maggie O'Neill.,Where is Maggie O'Neill?,below Peri Gilpin,Underneath Peri Gilpin.,False
Ginnifer Goodwin is in front of Jo Joyner.,Where is Jo Joyner?,behind Ginnifer Goodwin,Behind Ginnifer Goodwin.,True
Jack Kilmer is underneath Chris Jackson.,Where is Chris Jackson?,on top of Jack Kilmer,On top of Jack Kilmer.,True
Mark Moses is below Bill Moseley.,Where is Bill Moseley?,above Mark Moses,On top of Mark Moses.,False
Audrey Dalton is behind Roxanne McKee.,Where is Roxanne McKee?,in front of Audrey Dalton,In front of Audrey Dalton.,True
Michael Mosley is left of Phoenix Raei.,Where is Phoenix Raei?,right of Michael Mosley,Right of Michael Mosley.,True
Portia de Rossi is right of Rebecca Mader.,Where is Rebecca Mader?,left of Portia de Rossi,Left of Portia de Rossi.,True
Michael Gandolfini is below Anthony Starke.,Where is Anthony Starke?,above Michael Gandolfini,Above Michael Gandolfini.,True
Catherine Corcoran is below Gary Cooper.,Where is Gary Cooper?,above Catherine Corcoran,Above Catherine Corcoran.,True
James Bolam is below Amira Casar.,Where is Amira Casar?,above James Bolam,On top of James Bolam.,False
Erika Christensen is on top of Ethan Coen.,Where is Ethan Coen?,underneath Erika Christensen,Underneath Erika Christensen.,True
John Landis is right of Alastair Duncan.,Where is Alastair Duncan?,left of John Landis,Alastair Duncan is to the left of John Landis.,True
Hyun Bin is behind Julie Newmar.,Where is Julie Newmar?,in front of Hyun Bin,In front of Hyun Bin.,True
Nicholas Burns is left of Forrie J. Smith.,Where is Forrie J. Smith?,right of Nicholas Burns,Right of Nicholas Burns.,True
Jalmari Helander is below Joseph Baena.,Where is Joseph Baena?,above Jalmari Helander,Above Jalmari Helander.,True
Carel Struycken is in front of Nicholle Tom.,Where is Nicholle Tom?,behind Carel Struycken,Behind Carel Struycken.,True
Martin Short is right of Mackenzie Crook.,Where is Mackenzie Crook?,left of Martin Short,Mackenzie Crook is to the left of Martin Short.,True
Ali Larter is left of Marie Hacke.,Where is Marie Hacke?,right of Ali Larter,Marie Hacke is right of Ali Larter.,True
Andy Daly is underneath Robert Montgomery.,Where is Robert Montgomery?,on top of Andy Daly,On top of Andy Daly.,True
Angel Parker is right of Rory Culkin.,Where is Rory Culkin?,left of Angel Parker,Rory Culkin is left of Angel Parker.,True
Francesca Annis is on top of Robert Young.,Where is Robert Young?,underneath Francesca Annis,Underneath Francesca Annis.,True
Idina Menzel is in front of Philip Michael Thomas.,Where is Philip Michael Thomas?,behind Idina Menzel,Behind Idina Menzel.,True
David Duchovny is left of Maribeth Monroe.,Where is Maribeth Monroe?,right of David Duchovny,Maribeth Monroe is right of David Duchovny.,True
Sarah Michelle Gellar is in front of Paul McCrane.,Where is Paul McCrane?,behind Sarah Michelle Gellar,Behind Sarah Michelle Gellar.,True
Omid Abtahi is behind Chris Gauthier.,Where is Chris Gauthier?,in front of Omid Abtahi,In front of Omid Abtahi.,True
Giselle Eisenberg is above Holly Robinson Peete.,Where is Holly Robinson Peete?,below Giselle Eisenberg,Underneath Giselle Eisenberg.,False
Chrishell Stause is underneath Zyra Gorecki.,Where is Zyra Gorecki?,on top of Chrishell Stause,On top of Chrishell Stause.,True
Jud Tylor is above Amy Carlson.,Where is Amy Carlson?,below Jud Tylor,Underneath Jud Tylor.,False
S. Craig Zahler is on top of Hugo Speer.,Where is Hugo Speer?,underneath S. Craig Zahler,Underneath S. Craig Zahler.,True
Jerry Trainor is left of Rob Paulsen.,Where is Rob Paulsen?,right of Jerry Trainor,Rob Paulsen is right of Jerry Trainor.,True
Ellen Barkin is left of Mekki Leeper.,Where is Mekki Leeper?,right of Ellen Barkin,To the right of Ellen Barkin.,True
Steve Guttenberg is behind Hans Zimmer.,Where is Hans Zimmer?,in front of Steve Guttenberg,In front of Steve Guttenberg.,True
Bruce Dern is right of Mariami Kovziashvili.,Where is Mariami Kovziashvili?,left of Bruce Dern,Mariami Kovziashvili is left of Bruce Dern.,True
Frankie Shaw is in front of Chuck Aspegren.,Where is Chuck Aspegren?,behind Frankie Shaw,Behind Frankie Shaw.,True
Joon-ho Huh is underneath Joe LoCicero.,Where is Joe LoCicero?,on top of Joon-ho Huh,On top of Joon-ho Huh.,True
Brooke Shields is on top of Juel Taylor.,Where is Juel Taylor?,underneath Brooke Shields,Underneath Brooke Shields.,True
Eric Bauza is in front of Jordan Fisher.,Where is Jordan Fisher?,behind Eric Bauza,Behind Eric Bauza.,True
Kurt Yaeger is above Tiana Upcheva.,Where is Tiana Upcheva?,below Kurt Yaeger,Underneath Kurt Yaeger.,False
Annabelle Wallis is behind Stephen Moyer.,Where is Stephen Moyer?,in front of Annabelle Wallis,In front of Annabelle Wallis.,True
Gregory Smith is behind Peter Farrelly.,Where is Peter Farrelly?,in front of Gregory Smith,In front of Gregory Smith.,True
Meagan Tandy is right of Shiloh Verrico.,Where is Shiloh Verrico?,left of Meagan Tandy,Shiloh Verrico is left of Meagan Tandy.,True
Collette Wolfe is above Noah Gray-Cabey.,Where is Noah Gray-Cabey?,below Collette Wolfe,Underneath Collette Wolfe.,False
Nicola Walker is underneath Stephanie Courtney.,Where is Stephanie Courtney?,on top of Nicola Walker,On top of Nicola Walker.,True
Robin Thomas is on top of Sara Ramirez.,Where is Sara Ramirez?,underneath Robin Thomas,Underneath Robin Thomas.,True
Jaclyn Smith is on top of Neil Maskell.,Where is Neil Maskell?,underneath Jaclyn Smith,Underneath Jaclyn Smith.,True
Lisa Rinna is above Ashley Williams.,Where is Ashley Williams?,below Lisa Rinna,Underneath Lisa Rinna.,False
Robert F. Kennedy Jr. is in front of Daniel Portman.,Where is Daniel Portman?,behind Robert F. Kennedy Jr.,Behind Robert F. Kennedy Jr.,True
Keri Russell is right of Andrew Koji.,Where is Andrew Koji?,left of Keri Russell,Left of Keri Russell.,True
Cailey Fleming is underneath Angela Featherstone.,Where is Angela Featherstone?,on top of Cailey Fleming,On top of Cailey Fleming.,True
Jonathan Banks is behind Dylan Sprouse.,Where is Dylan Sprouse?,in front of Jonathan Banks,In front of Jonathan Banks.,True
Renee Olstead is left of Jonathan Adams.,Where is Jonathan Adams?,right of Renee Olstead,Right of Renee Olstead.,True
Dermot Mulroney is in front of Kate Hudson.,Where is Kate Hudson?,behind Dermot Mulroney,Behind Dermot Mulroney.,True
Ridley Scott is below Paul Kaye.,Where is Paul Kaye?,above Ridley Scott,Above Ridley Scott.,True
Vincent Regan is left of Roan Curtis.,Where is Roan Curtis?,right of Vincent Regan,Roan Curtis is right of Vincent Regan.,True
Janine Harouni is in front of Jerry Seinfeld.,Where is Jerry Seinfeld?,behind Janine Harouni,Behind Janine Harouni.,True
Pamela Anderson is in front of Amy Adams.,Where is Amy Adams?,behind Pamela Anderson,Behind Pamela Anderson.,True
Priyanka Chopra Jonas is below Virginia Christine.,Where is Virginia Christine?,above Priyanka Chopra Jonas,Above Priyanka Chopra Jonas.,True
Boris Karloff is right of Susan Saint James.,Where is Susan Saint James?,left of Boris Karloff,Left of Boris Karloff.,True
Robert Preston is below Sterling K. Brown.,Where is Sterling K. Brown?,above Robert Preston,Above Robert Preston.,True
Niecy Nash is behind Dick Sargent.,Where is Dick Sargent?,in front of Niecy Nash,In front of Niecy Nash.,True
James Anderson is underneath Bonnie Aarons.,Where is Bonnie Aarons?,on top of James Anderson,On top of James Anderson.,True
Bill Burr is left of Jesse Metcalfe.,Where is Jesse Metcalfe?,right of Bill Burr,Jesse Metcalfe is to the right of Bill Burr.,True
Michael Landon is right of Brian Geraghty.,Where is Brian Geraghty?,left of Michael Landon,Left of Michael Landon.,True
Kenneth Collard is behind Angela Bassett.,Where is Angela Bassett?,in front of Kenneth Collard,In front of Kenneth Collard.,True
Tom Noonan is left of Johnny Whitworth.,Where is Johnny Whitworth?,right of Tom Noonan,Right of Tom Noonan.,True
Suzanna Son is underneath Betsy Brandt.,Where is Betsy Brandt?,on top of Suzanna Son,On top of Suzanna Son.,True
Oliver Platt is above Yasiin Bey.,Where is Yasiin Bey?,below Oliver Platt,Underneath Oliver Platt.,False
Regé-Jean Page is underneath Tuba Büyüküstün.,Where is Tuba Büyüküstün?,on top of Regé-Jean Page,On top of Regé-Jean Page.,True
Seth Green is in front of Paul Bettany.,Where is Paul Bettany?,behind Seth Green,Behind Seth Green.,True
Zoey Deutch is right of Trace Lysette.,Where is Trace Lysette?,left of Zoey Deutch,Trace Lysette is left of Zoey Deutch.,True
Chelcie Ross is on top of Ming-Na Wen.,Where is Ming-Na Wen?,underneath Chelcie Ross,Underneath Chelcie Ross.,True
Derek Theler is behind Jeremy Brett.,Where is Jeremy Brett?,in front of Derek Theler,In front of Derek Theler.,True
Chai Hansen is above Sean Maguire.,Where is Sean Maguire?,below Chai Hansen,Underneath Chai Hansen.,False
Ayelet Zurer is underneath Jeremy Swift.,Where is Jeremy Swift?,on top of Ayelet Zurer,On top of Ayelet Zurer.,True
Tinatin Dalakishvili is left of Jami Gertz.,Where is Jami Gertz?,right of Tinatin Dalakishvili,Jami Gertz is right of Tinatin Dalakishvili.,True
Taylor Tomlinson is above Diana Silvers.,Where is Diana Silvers?,below Taylor Tomlinson,Underneath Taylor Tomlinson.,False
Rob Zombie is left of Paul Walker.,Where is Paul Walker?,right of Rob Zombie,Right of Rob Zombie.,True
Anna-Maria Sieklucka is behind Tate Donovan.,Where is Tate Donovan?,in front of Anna-Maria Sieklucka,In front of Anna-Maria Sieklucka.,True
Frankie Faison is below Alisan Porter.,Where is Alisan Porter?,above Frankie Faison,Above Frankie Faison.,True
Joel McCrea is below Ricardo Montalban.,Where is Ricardo Montalban?,above Joel McCrea,Above Joel McCrea.,True
Alexis Denisof is below Sherry Jackson.,Where is Sherry Jackson?,above Alexis Denisof,Above Alexis Denisof.,True
Shonda Rhimes is in front of Robert Oberst.,Where is Robert Oberst?,behind Shonda Rhimes,Behind Shonda Rhimes.,True
Rachel Hurd-Wood is in front of Charlie Brooker.,Where is Charlie Brooker?,behind Rachel Hurd-Wood,Behind Rachel Hurd-Wood.,True
Derek Jacobi is behind Paul McCrane.,Where is Paul McCrane?,in front of Derek Jacobi,In front of Derek Jacobi.,True
Suri Cruise is below Levy Tran.,Where is Levy Tran?,above Suri Cruise,Above Suri Cruise.,True
John Beasley is right of Heidi Klum.,Where is Heidi Klum?,left of John Beasley,Left of John Beasley.,True
Brenda Vaccaro is below Mike Reiss.,Where is Mike Reiss?,above Brenda Vaccaro,Above Brenda Vaccaro.,True
Cooper Hoffman is right of James Fleet.,Where is James Fleet?,left of Cooper Hoffman,Left of Cooper Hoffman.,True
Gemma Chan is below Laz Alonso.,Where is Laz Alonso?,above Gemma Chan,Above Gemma Chan.,True
Wes Craven is above Emmanuelle Vaugier.,Where is Emmanuelle Vaugier?,below Wes Craven,Underneath Wes Craven.,False
Ron Eldard is in front of Zen Gesner.,Where is Zen Gesner?,behind Ron Eldard,Behind Ron Eldard.,True
Nicole Andrews is left of Jacob Pechenik.,Where is Jacob Pechenik?,right of Nicole Andrews,Jacob Pechenik is right of Nicole Andrews.,True
Scarlett Pomers is right of Gwyneth Keyworth.,Where is Gwyneth Keyworth?,left of Scarlett Pomers,Left of Scarlett Pomers.,True
Jackie Hoffman is right of Elden Henson.,Where is Elden Henson?,left of Jackie Hoffman,Elden Henson is left of Jackie Hoffman.,True
Brooke D'Orsay is underneath Hope Davis.,Where is Hope Davis?,on top of Brooke D'Orsay,On top of Brooke D'Orsay.,True
Simonetta Stefanelli is below Veronica Ngo.,Where is Veronica Ngo?,above Simonetta Stefanelli,On top of Simonetta Stefanelli.,False
Michelle Randolph is on top of Robert Stack.,Where is Robert Stack?,underneath Michelle Randolph,Underneath Michelle Randolph.,True
Briana Cuoco is in front of Frankie Faison.,Where is Frankie Faison?,behind Briana Cuoco,Behind Briana Cuoco.,True
James Gandolfini is in front of Sheree North.,Where is Sheree North?,behind James Gandolfini,Behind James Gandolfini.,True
Yennis Cheung is above Valerie Bertinelli.,Where is Valerie Bertinelli?,below Yennis Cheung,Valerie Bertinelli is underneath Yennis Cheung.,False
Rob Huebel is in front of Angourie Rice.,Where is Angourie Rice?,behind Rob Huebel,Behind Rob Huebel.,True
Rosalie Chiang is above Gavin McHugh.,Where is Gavin McHugh?,below Rosalie Chiang,Gavin McHugh is below Rosalie Chiang.,True
Janet Montgomery is left of Rue McClanahan.,Where is Rue McClanahan?,right of Janet Montgomery,Rue McClanahan is right of Janet Montgomery.,True
Dee Bradley Baker is underneath Mekki Leeper.,Where is Mekki Leeper?,on top of Dee Bradley Baker,On top of Dee Bradley Baker.,True
Christopher Judge is on top of Melia Kreiling.,Where is Melia Kreiling?,underneath Christopher Judge,Underneath Christopher Judge.,True
Misha Collins is above Gloria Stuart.,Where is Gloria Stuart?,below Misha Collins,Underneath Misha Collins.,False
Ella Faris is in front of Marie Windsor.,Where is Marie Windsor?,behind Ella Faris,Behind Ella Faris.,True
Nestor Carbonell is underneath Tyler Johnston.,Where is Tyler Johnston?,on top of Nestor Carbonell,On top of Nestor Carbonell.,True
Jon Bass is in front of Teresa Ganzel.,Where is Teresa Ganzel?,behind Jon Bass,Behind Jon Bass.,True
Bill Skarsgård is in front of Simon Pegg.,Where is Simon Pegg?,behind Bill Skarsgård,Behind Bill Skarsgård.,True
Betsy Brantley is behind Yonas Kibreab.,Where is Yonas Kibreab?,in front of Betsy Brantley,In front of Betsy Brantley.,True
Katheryn Winnick is below Stephen Rea.,Where is Stephen Rea?,above Katheryn Winnick,Above Katheryn Winnick.,True
Jane Adams is above Charlie Hunnam.,Where is Charlie Hunnam?,below Jane Adams,Underneath Jane Adams.,False
Kim Dickens is above Jennifer Holland.,Where is Jennifer Holland?,below Kim Dickens,Underneath Kim Dickens.,False
Peter Gadiot is underneath Andrew McCarthy.,Where is Andrew McCarthy?,on top of Peter Gadiot,On top of Peter Gadiot.,True
Kathrine Narducci is on top of Joel Coen.,Where is Joel Coen?,underneath Kathrine Narducci,Underneath Kathrine Narducci.,True
Andrew Gower is underneath Craig Ferguson.,Where is Craig Ferguson?,on top of Andrew Gower,On top of Andrew Gower.,True
Richard Jenkins is left of Debra Wilson.,Where is Debra Wilson?,right of Richard Jenkins,Debra Wilson is right of Richard Jenkins.,True
Joanna Pettet is behind Halle Bailey.,Where is Halle Bailey?,in front of Joanna Pettet,In front of Joanna Pettet.,True
Fiona Shaw is behind Brittany Bristow.,Where is Brittany Bristow?,in front of Fiona Shaw,In front of Fiona Shaw.,True
Lucas Neff is on top of Richard Dean Anderson.,Where is Richard Dean Anderson?,underneath Lucas Neff,Underneath Lucas Neff.,True
Dolly Parton is below Jack Champion.,Where is Jack Champion?,above Dolly Parton,Above Dolly Parton.,True
Warren Christie is underneath Joan Chen.,Where is Joan Chen?,on top of Warren Christie,On top of Warren Christie.,True
Steven Knight is above John Billingsley.,Where is John Billingsley?,below Steven Knight,Underneath Steven Knight.,False
Lucy DeVito is above Kevin Durand.,Where is Kevin Durand?,below Lucy DeVito,Kevin Durand is below Lucy DeVito.,True
Laura Harrier is right of Steven Williams.,Where is Steven Williams?,left of Laura Harrier,Steven Williams is left of Laura Harrier.,True
Michael DeLuise is behind June Vincent.,Where is June Vincent?,in front of Michael DeLuise,In front of Michael DeLuise.,True
Paul Freeman is left of Kristin Bauer.,Where is Kristin Bauer?,right of Paul Freeman,Kristin Bauer is right of Paul Freeman.,True
Caterina Scorsone is underneath Manny Montana.,Where is Manny Montana?,on top of Caterina Scorsone,On top of Caterina Scorsone.,True
Giulio Berruti is in front of Bel Powley.,Where is Bel Powley?,behind Giulio Berruti,Behind Giulio Berruti.,True
Winston Duke is underneath Josh Groban.,Where is Josh Groban?,on top of Winston Duke,On top of Winston Duke.,True
Steve Lund is right of Samantha Hanratty.,Where is Samantha Hanratty?,left of Steve Lund,Left of Steve Lund.,True
Derek Webster is in front of Rhys Coiro.,Where is Rhys Coiro?,behind Derek Webster,Behind Derek Webster.,True
Clara Galle is on top of Gaite Jansen.,Where is Gaite Jansen?,underneath Clara Galle,Underneath Clara Galle.,True
Ana de Armas is above Michael Fassbender.,Where is Michael Fassbender?,below Ana de Armas,Underneath Ana de Armas.,False
Stacey Farber is on top of Rob Huebel.,Where is Rob Huebel?,underneath Stacey Farber,Underneath Stacey Farber.,True
Merrin Dungey is right of Yael Grobglas.,Where is Yael Grobglas?,left of Merrin Dungey,Yael Grobglas is left of Merrin Dungey.,True
Deirdre Lovejoy is below Kerris Dorsey.,Where is Kerris Dorsey?,above Deirdre Lovejoy,Above Deirdre Lovejoy.,True
Josh Stewart is behind Joan Blondell.,Where is Joan Blondell?,in front of Josh Stewart,In front of Josh Stewart.,True
Bella Dayne is left of Andrew Gower.,Where is Andrew Gower?,right of Bella Dayne,To the right of Bella Dayne.,True
Mamie Van Doren is left of Masiela Lusha.,Where is Masiela Lusha?,right of Mamie Van Doren,Masiela Lusha is right of Mamie Van Doren.,True
Emily Osment is underneath Cynthia Addai-Robinson.,Where is Cynthia Addai-Robinson?,on top of Emily Osment,On top of Emily Osment.,True
Claudine Auger is right of Joey Lawrence.,Where is Joey Lawrence?,left of Claudine Auger,Left of Claudine Auger.,True
Mike Vitar is below Jenna von Oÿ.,Where is Jenna von Oÿ?,above Mike Vitar,Above Mike Vitar.,True
Amy Seimetz is below Ramsey.,Where is Ramsey?,above Amy Seimetz,Above Amy Seimetz.,True
Julius Harris is right of Mariel Molino.,Where is Mariel Molino?,left of Julius Harris,Mariel Molino is left of Julius Harris.,True
Yael Grobglas is below Billy Bob Thornton.,Where is Billy Bob Thornton?,above Yael Grobglas,Above Yael Grobglas.,True
John Heard is left of Kate del Castillo.,Where is Kate del Castillo?,right of John Heard,Kate del Castillo is right of John Heard.,True
Alison Wright is behind Dave Chappelle.,Where is Dave Chappelle?,in front of Alison Wright,In front of Alison Wright.,True
Robert Mitchum is above Vincent Kartheiser.,Where is Vincent Kartheiser?,below Robert Mitchum,Underneath Robert Mitchum.,False
Robert Guillaume is on top of Sam Worthington.,Where is Sam Worthington?,underneath Robert Guillaume,Underneath Robert Guillaume.,True
David Wenham is underneath Mel Ferrer.,Where is Mel Ferrer?,on top of David Wenham,On top of David Wenham.,True
Samantha Bond is on top of Zach McGowan.,Where is Zach McGowan?,underneath Samantha Bond,Underneath Samantha Bond.,True
Elle Graham is below Brianne Howey.,Where is Brianne Howey?,above Elle Graham,Above Elle Graham.,True
Grace Edwards is right of Nana Visitor.,Where is Nana Visitor?,left of Grace Edwards,Nana Visitor is left of Grace Edwards.,True
Matthew Macfadyen is above Abby Ryder Fortson.,Where is Abby Ryder Fortson?,below Matthew Macfadyen,Underneath Matthew Macfadyen.,False
Flula Borg is in front of Miyavi.,Where is Miyavi?,behind Flula Borg,Behind Flula Borg.,True
Kim Woo-bin is right of Bob Hoskins.,Where is Bob Hoskins?,left of Kim Woo-bin,Left of Kim Woo-bin.,True
Bradley Gregg is below Nicole Andrews.,Where is Nicole Andrews?,above Bradley Gregg,Above Bradley Gregg.,True
Keean Johnson is in front of Michael Socha.,Where is Michael Socha?,behind Keean Johnson,Behind Keean Johnson.,True
George Clooney is right of Mary J. Blige.,Where is Mary J. Blige?,left of George Clooney,Mary J. Blige is left of George Clooney.,True
Jason James Richter is right of Queen Latifah.,Where is Queen Latifah?,left of Jason James Richter,Left of Jason James Richter.,True
Lucas Grabeel is right of Steve Coogan.,Where is Steve Coogan?,left of Lucas Grabeel,Left of Lucas Grabeel.,True
Sofia Carson is above David Benioff.,Where is David Benioff?,below Sofia Carson,Below Sofia Carson.,True
Jennie Kim is on top of Lee Evans.,Where is Lee Evans?,underneath Jennie Kim,Underneath Jennie Kim.,True
Chuck Aspegren is in front of Susan Lynch.,Where is Susan Lynch?,behind Chuck Aspegren,Behind Chuck Aspegren.,True
Burt Young is below John Laughlin.,Where is John Laughlin?,above Burt Young,Above Burt Young.,True
Chelsea Peretti is underneath Karen Allen.,Where is Karen Allen?,on top of Chelsea Peretti,On top of Chelsea Peretti.,True
Halston Sage is above April Bowlby.,Where is April Bowlby?,below Halston Sage,Underneath Halston Sage.,False
Stormi Maya is above Neil Flynn.,Where is Neil Flynn?,below Stormi Maya,Underneath Stormi Maya.,False
Gary Dourdan is below Adele James.,Where is Adele James?,above Gary Dourdan,Above Gary Dourdan.,True
Hope Lange is below Tim McInnerny.,Where is Tim McInnerny?,above Hope Lange,Above Hope Lange.,True
Amelia Rose Blaire is above Catherine Hicks.,Where is Catherine Hicks?,below Amelia Rose Blaire,Underneath Amelia Rose Blaire.,False
Bill Paterson is underneath Scott Wilson.,Where is Scott Wilson?,on top of Bill Paterson,On top of Bill Paterson.,True
Aaron Staton is left of Julia Garner.,Where is Julia Garner?,right of Aaron Staton,Julia Garner is right of Aaron Staton.,True
Laurie Metcalf is left of Hayley Mills.,Where is Hayley Mills?,right of Laurie Metcalf,Hayley Mills is right of Laurie Metcalf.,True
Sonequa Martin-Green is behind Cress Williams.,Where is Cress Williams?,in front of Sonequa Martin-Green,In front of Sonequa Martin-Green.,True
Vondie Curtis-Hall is above Jake T. Austin.,Where is Jake T. Austin?,below Vondie Curtis-Hall,Underneath Vondie Curtis-Hall.,False
Chelan Simmons is behind Marsha Mason.,Where is Marsha Mason?,in front of Chelan Simmons,In front of Chelan Simmons.,True
Bryan Singer is left of Valter Skarsgård.,Where is Valter Skarsgård?,right of Bryan Singer,Valter Skarsgård is right of Bryan Singer.,True
Jimmy Lydon is below Christopher Guest.,Where is Christopher Guest?,above Jimmy Lydon,Above Jimmy Lydon.,True
Bruce Willis is right of Nestor Serrano.,Where is Nestor Serrano?,left of Bruce Willis,Nestor Serrano is left of Bruce Willis.,True
Ali Selim is above Amanda Wyss.,Where is Amanda Wyss?,below Ali Selim,Underneath Ali Selim.,False
Roger Deakins is in front of Isiah Whitlock Jr..,Where is Isiah Whitlock Jr.?,behind Roger Deakins,Behind Roger Deakins.,True
Jon Bernthal is above Jason Beghe.,Where is Jason Beghe?,below Jon Bernthal,Underneath Jon Bernthal.,False
Enuka Okuma is in front of Luke Kleintank.,Where is Luke Kleintank?,behind Enuka Okuma,Behind Enuka Okuma.,True
Jayne Brook is underneath Jason Dohring.,Where is Jason Dohring?,on top of Jayne Brook,On top of Jayne Brook.,True
Geraldine Viswanathan is underneath Millicent Martin.,Where is Millicent Martin?,on top of Geraldine Viswanathan,On top of Geraldine Viswanathan.,True
Christopher Backus is above Meadow Williams.,Where is Meadow Williams?,below Christopher Backus,Underneath Christopher Backus.,False
Myha'la Herrold is underneath Stephen Dorff.,Where is Stephen Dorff?,on top of Myha'la Herrold,On top of Myha'la Herrold.,True
Kristanna Loken is below Ernie Hudson.,Where is Ernie Hudson?,above Kristanna Loken,Above Kristanna Loken.,True
Matthias Schoenaerts is behind Ben Smith-Petersen.,Where is Ben Smith-Petersen?,in front of Matthias Schoenaerts,In front of Matthias Schoenaerts.,True
Antoinette Robertson is left of Kurt Russell.,Where is Kurt Russell?,right of Antoinette Robertson,Right of Antoinette Robertson.,True
Elizabeth Peña is above Claudia O'Doherty.,Where is Claudia O'Doherty?,below Elizabeth Peña,Claudia O'Doherty is below Elizabeth Peña.,True
Mariami Kovziashvili is below Laura Haddock.,Where is Laura Haddock?,above Mariami Kovziashvili,Above Mariami Kovziashvili.,True
Marta Kovziashvili is behind Jamie Anne Allman.,Where is Jamie Anne Allman?,in front of Marta Kovziashvili,In front of Marta Kovziashvili.,True
Sonoya Mizuno is in front of Helen McCrory.,Where is Helen McCrory?,behind Sonoya Mizuno,Behind Sonoya Mizuno.,True
Roger Deakins is underneath Natalie Burn.,Where is Natalie Burn?,on top of Roger Deakins,On top of Roger Deakins.,True
Pernell Roberts is left of Bryan Cranston.,Where is Bryan Cranston?,right of Pernell Roberts,Right of Pernell Roberts.,True
Michael Rennie is on top of Zac Efron.,Where is Zac Efron?,underneath Michael Rennie,Underneath Michael Rennie.,True
Jon Glaser is in front of Ferdia Walsh-Peelo.,Where is Ferdia Walsh-Peelo?,behind Jon Glaser,Behind Jon Glaser.,True
M. Night Shyamalan is right of Sherilyn Fenn.,Where is Sherilyn Fenn?,left of M. Night Shyamalan,Sherilyn Fenn is left of M. Night Shyamalan.,True
Kerry Fox is underneath Joan Chen.,Where is Joan Chen?,on top of Kerry Fox,On top of Kerry Fox.,True
Gina Bellman is above Avaah Blackwell.,Where is Avaah Blackwell?,below Gina Bellman,Avaah Blackwell is underneath Gina Bellman.,False
Simon Farnaby is above Kareena Kapoor.,Where is Kareena Kapoor?,below Simon Farnaby,Kareena Kapoor is below Simon Farnaby.,True
Ellie Kendrick is below Fivel Stewart.,Where is Fivel Stewart?,above Ellie Kendrick,Above Ellie Kendrick.,True
Justin Theroux is right of Holly Austin.,Where is Holly Austin?,left of Justin Theroux,Holly Austin is left of Justin Theroux.,True
Ben Chaplin is behind Kayla Lorette.,Where is Kayla Lorette?,in front of Ben Chaplin,In front of Ben Chaplin.,True
Joseph Kosinski is in front of Oliver Savell.,Where is Oliver Savell?,behind Joseph Kosinski,Behind Joseph Kosinski.,True
Rutina Wesley is in front of Zoë Kravitz.,Where is Zoë Kravitz?,behind Rutina Wesley,Behind Rutina Wesley.,True
Eric Shea is on top of Martin Freeman.,Where is Martin Freeman?,underneath Eric Shea,Underneath Eric Shea.,True
Amie Donald is left of Colton Ryan.,Where is Colton Ryan?,right of Amie Donald,Right of Amie Donald.,True
Spencer Tracy is left of Wolfgang Petersen.,Where is Wolfgang Petersen?,right of Spencer Tracy,Wolfgang Petersen is right of Spencer Tracy.,True
Marisa Pavan is above Jim Broadbent.,Where is Jim Broadbent?,below Marisa Pavan,Underneath Marisa Pavan.,False
